stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
3054,3054,EAGER & AISQUITH E/B,EAGER ST at AISQUITH ST eb,39.301417,-76.602108,,,,,0
3055,3055,EAGER & CENTRAL E/B,EAGER ST at CENTRAL AVE eb,39.301488,-76.600364,,,,,0
3056,3056,EAGER & EDEN FS E/B,E EAGER ST at N CAROLINE ST,39.301552,-76.599133,,,,,0
3057,3057,EAGER & CAROLINE FS E/B,EAGER ST at CAROLINE ST fs eb,39.301617,-76.59753,,,,,0
3058,3058,EAGER & BOND FS E/B,EAGER ST at BOND ST fs eb,39.301672,-76.596149,,,,,0
3059,3059,EAGER & BROADWAY E/B,EAGER ST at BROADWAY eb,39.301709,-76.594604,,,,,0
3060,3060,BROADWAY & GAY N/B,BROADWAY at GAY ST nb,39.303668,-76.594301,,,,,0
3061,3061,GAY & BIDDLE N/B,GAY ST at BIDDLE ST nb,39.304159,-76.593857,,,,,0
3062,3062,GAY & RUTLAND N/B,GAY ST at RUTLAND AVE nb,39.30517,-76.59263,,,,,0
3063,3063,GAY & WASHINGTON ST N/B,GAY ST at WASHINGTON ST nb,39.307245,-76.590107,,,,,0
3064,3064,GAY ST & CHESTER ST nb,,39.308628,-76.588468,,,,,0
3065,3065,GAY ST & LANVALE ST N/B,GAY ST at LANVALE ST nb,39.309905,-76.5869,,,,,0
3066,3066,GAY ST & PATTERSON PARK AVE nb,,39.310827,-76.585838,,,,,0
3068,3068,GAY ST & NORTH AVE nb,,39.312429,-76.584223,,,,,0
3069,3069,BELAIR RD & SINCLAIR LN nb,,39.314324,-76.582224,,,,,0
3071,3071,BELAIR RD & RAVENWOOD N/B,BELAIR RD at RAVENWOOD AVE nb,39.315317,-76.581021,,,,,0
3072,3072,BELAIR RD & LYNDALE AVE nb,,39.316443,-76.579688,,,,,0
3073,3073,BELAIR RD & ELMLEY AVE nb,BELAIR RD at ELMEY AVE nb,39.317011,-76.579028,,,,,0
3074,3074,BELAIR RD & SHOPPING CENTER nb,,39.317986,-76.577954,,,,,0
3075,3075,BELAIR RD & CLIFMONT N/B,BELAIR RD at CLIFTMONT AVE nb,39.319618,-76.575995,,,,,0
3076,3076,BELAIR RD & MARECO AVE nb,,39.320638,-76.574804,,,,,0
3078,3078,BELAIR RD & ERDMAN AVE nb,,39.321605,-76.573695,,,,,0
3080,3080,BELAIR RD & BRENDAN nb,BELAIR RD at BRENDAN AVE nb,39.323279,-76.571315,,,,,0
3081,3081,BELAIR RD & CHESTERFIELD AVE nb,,39.324626,-76.569652,,,,,0
3082,3082,BELAIR RD & SHANNON DR nb,,39.325575,-76.568484,,,,,0
3083,3083,BELAIR RD & PARKSIDE DR nb,,39.327596,-76.566007,,,,,0
3084,3084,BELAIR RD & NICHOLAS FS nb,BELAIR RD at NICHOLAS AVE fs nb,39.329244,-76.563896,,,,,0
3086,3086,BELAIR & MORAVIA nb,BELAIR RD at MORAVIA RD nb not a stop,39.330968,-76.561637,,,,,0
3087,3087,BELAIR RD & MARX AVE nb,,39.331902,-76.560335,,,,,0
3088,3088,BELAIR RD & SOUTHERN AVE nb,,39.332884,-76.558886,,,,,0
3089,3089,BELAIR RD & WOODLEA AVE nb,,39.334239,-76.55693,,,,,0
3090,3090,BELAIR RD & PARKWOOD nb,,39.335479,-76.555173,,,,,0
3091,3091,BELAIR & CHESMONT FS nb,BELAIR RD at CHESMONT AVE fs nb,39.336178,-76.554172,,,,,0
3092,3092,BELAIR & FRANKFORD nb,BELAIR RD at FRANKFORD AVE,39.337969,-76.551638,,,,,0
3094,3094,BELAIR RD & ANNTANA nb,BELAIR RD at ANNTANA AVE nb,39.339887,-76.548785,,,,,0
3095,3095,BELAIR RD & GARDENVILLE LOOP opp nb,,39.340454,-76.548041,,,,,0
3096,3096,BELAIR RD & ARIZONA AVE nb,,39.340855,-76.547591,,,,,0
3097,3097,BELAIR RD & HAMILTON AVE nb,,39.342145,-76.545496,,,,,0
3098,3098,BELAIR RD & WHITE AVE f/s nb,BELAIR RD at WHITE AVE fs nb,39.343596,-76.543421,,,,,0
3099,3099,BELAIR RD & GLENARM nb,,39.345004,-76.541417,,,,,0
3100,3100,BELAIR RD & CENTURY OP nb,BELAIR RD at CENTURY opp nb,39.345722,-76.540567,,,,,0
3101,3101,BELAIR RD & PARKMONT AVE nb,,39.347753,-76.538264,,,,,0
3102,3102,BELAIR RD & RASPE AVE nb,,39.349349,-76.536422,,,,,0
3103,3103,BELAIR RD & GLENMORE AVE nb,,39.351007,-76.534637,,,,,0
3104,3104,BELAIR RD & CEDONIA AVE nb,,39.351929,-76.533586,,,,,0
3107,3107,BELAIR RD & FLEETWOOD AVE opp nb,,39.355459,-76.529745,,,,,0
3109,3109,BELAIR & OVERLEA nb,BELAIR RD at OVERLEA AVE nb,39.356902,-76.528114,,,,,0
3111,3111,BELAIR RD & ELM AVE nb,,39.359281,-76.525398,,,,,0
3113,3113,BELAIR RD & THORNCLIFF N/B,BELAIR RD at THORNCLIFF RD nb,39.3653,-76.518627,,,,,0
3116,3116,TOWN CENTER & BALLY'S OP W/B,TOWN CENTER DR at CORPORATE DR opp wb,39.371932,-76.460747,,,,,0
3117,3117,TOWN CENTER & AM.CNCR OP W/B,TOWN CENTER DR at CORPORATE DR wb,39.371055,-76.461823,,,,,0
3118,3118,TOWN CENTER & LOEWS W/B,TOWN CENTER DR at LOEWS wb,39.369885,-76.464541,,,,,0
3119,3119,TOWN CENTER & CORPORATE W/B,TOWN CENTER DR at CORPORATE DR wb,39.369478,-76.46799,,,,,0
3120,3120,CORPORATE DR & COMCAST  OP W/B,CORPORATE DR at COMCAST OFFICES op wb,39.3685,-76.46825,,,,,0
3122,3122,SANDPIPER & HEALTH CTR  W/B,SANDPIPER CIR at HEALTH CENTER wb,39.37082,-76.47153,,,,,0
3123,3123,SANDPIPER & 8020 SANDPIPER OP W/B,SANDPIPER CIR at CORPORATE DR op wb,39.36839,-76.47078,,,,,0
3125,3125,WHITE MARSH MALL,WHITE MARSH MALL at TERMINUS,39.372557,-76.466223,,,,,0
3127,3127,BELAIR & DUNFIELD FS N/B,BELAIR RD at DUNFIELD RD fs nb,39.383414,-76.498704,,,,,0
3129,3129,BELAIR & LINK S/B,BELAIR RD at LINK AVE sb,39.390456,-76.489891,,,,,0
3130,3130,SANDPIPER & W.M.HLTH CTR sb,SANDPIPER CIR at HEALTH CTR sb,39.37109,-76.47136,,,,,0
3131,3131,SANDPIPER & 8098 SANDPIPER sb,SANDPIPER CIR at 8098 SANDPIPER  sb,39.3689,-76.47135,,,,,0
3132,3132,SANDPIPER & CORPORATE fs eb,SANDPIPER at CORPORATE DR fs eb,39.36796,-76.4706,,,,,0
3133,3133,CORPORATE & COMCAST OFFICES eb,CORPORATE DR at COMCAST OFFICES eb,39.36851,-76.46821,,,,,0
3134,3134,TOWN CENTER & LOWES THEATRE eb,TOWN CENTER DR at LOWES THEATRE eb,39.369467,-76.466119,,,,,0
3135,3135,TOWN CENTER & 8219 eb,TOWN CENTER DR at 8219 eb,39.370507,-76.462742,,,,,0
3136,3136,TOWN CENTER & 8221 eb,TOWN CENTER DR at 8221 eb,39.371976,-76.460618,,,,,0
3138,3138,BELAIR & ROSSVILLE FS S/B,BELAIR RD at ROSSVILLE BLVD fs sb,39.37429,-76.50883,,,,,0
3140,3140,BELAIR & THORNCLIFF FS S/B,BELAIR RD at THORNCLIFF fs sb,39.365212,-76.518839,,,,,0
3142,3142,BELAIR RD & ELM AVE  S/B,BELAIR RD at ELM AVE sb,39.359387,-76.52542,,,,,0
3146,3146,BELAIR RD & FLEETWOOD AVE sb,,39.355477,-76.529734,,,,,0
3147,3147,BELAIR & KENWOOD S/B,BELAIR RD at KENWOOD AVE sb,39.353915,-76.531475,,,,,0
3149,3149,BELAIR & CEDONIA S/B,BELAIR RD at CEDONIA AVE sb,39.352241,-76.533548,,,,,0
3150,3150,BELAIR & GLENMORE S/B,BELAIR RD at GLENMORE AVE sb,39.351204,-76.534741,,,,,0
3151,3151,BELAIR & SPRINGWOOD OP S/B,BELAIR RD at SPRINGWOOD opp sb,39.348721,-76.537411,,,,,0
3152,3152,BELAIR & PARKMONT S/B,BELAIR RD at PARKMONT  sb,39.347878,-76.538356,,,,,0
3153,3153,BELAIR & CENTURY S/B,BELAIR RD at CENTURY sb,39.345821,-76.540672,,,,,0
3154,3154,BELAIR & GLENARM S/B,BELAIR RD at GLENARM AVE sb,39.345342,-76.541227,,,,,0
3155,3155,BELAIR & KINSWAY S/B,BELAIR RD at KINSWAY sb,39.344023,-76.543113,,,,,0
3157,3157,BELAIR RD & HAMILTON AVE sb,,39.342324,-76.545576,,,,,0
3158,3158,GARDENVILLE LOOP AT BELAIR RD,BELAIR RD at BERGER AVE,39.341029,-76.547821,,,,,0
3160,3160,BELAIR & LASALLE S/B,BELAIR RD at LA SALLE AVE sb,39.338906,-76.550492,,,,,0
3162,3162,BELAIR & FRANKFORD S/B,BELAIR RD at FRANKFORD AVE sb,39.338086,-76.551602,,,,,0
3164,3164,BELAIR & BELWOOD S/B,BELAIR RD at BELWOOD AVE sb,39.33656,-76.55391,,,,,0
3165,3165,BELAIR & PARKWOOD S/B,BELAIR RD at PARKWOOD sb,39.335657,-76.555219,,,,,0
3166,3166,BELAIR & WOODLEA S/B,BELAIR RD at WOODLEA sb,39.334418,-76.556987,,,,,0
3167,3167,BELAIR RD & SOUTHERN AVE sb,BELAIR RD at SOUTHERN sb,39.333249,-76.558672,,,,,0
3168,3168,BELAIR & WILKE S/B,BELAIR RD at WILKE sb,39.332709,-76.559438,,,,,0
3169,3169,BELAIR RD & MARX AVE sb,,39.332063,-76.560369,,,,,0
3170,3170,BELAIR & MORAVIA S/B,BELAIR RD at MORAVIA RD sb,39.331112,-76.561589,,,,,0
3172,3172,BELAIR & NICHOLAS AVE sb,BELAIR RD at NICHOLAS AVE sb,39.3289,-76.564683,,,,,0
3173,3173,BELAIR & PARKSIDE FS S/B,BELAIR RD at PARKSIDE DR fs sb,39.327588,-76.566288,,,,,0
3174,3174,BELAIR & SHANNON OP S/B,BELAIR RD at SHANNON opp sb,39.325709,-76.568576,,,,,0
3175,3175,BELAIR & CHESTERFIELD S/B,BELAIR RD at CHESTERFIELD AVE sb,39.324938,-76.569543,,,,,0
3176,3176,BELAIR RD & BRENDAN AVE sb,,39.32344,-76.571407,,,,,0
3179,3179,BELAIR RD & ERDMAN AVE sb,,39.321681,-76.573697,,,,,0
3180,3180,BELAIR & LAWNVIEW S/B,BELAIR RD at LAWNVIEW sb,39.320302,-76.575427,,,,,0
3181,3181,BELAIR & SHOPPING CTR OPP S/B,BELAIR RD at OPP SHOPPING CENTER,39.317988,-76.578141,,,,,0
3182,3182,BELAIR & ELMLEY opp sb,BELAIR RD at ELMLEY AVE opp sb,39.31711,-76.579132,,,,,0
3183,3183,BELAIR & LYNDALE opp sb,BELAIR RD at LYNDALE AVE opp sb,39.316569,-76.579769,,,,,0
3184,3184,BELAIR & RAVENWOOD opp sb,BELAIR RD at RAVENWOOD opp sb,39.315434,-76.581114,,,,,0
3186,3186,BELAIR & SINCLAIR S/B,BELAIR RD at SINCLAIR LN sb,39.314363,-76.58228,,,,,0
3188,3188,BELAIR RD & NORTH AVE sb,,39.31255,-76.584183,,,,,0
3189,3189,GAY & PATTERSON PARK S/B,GAY ST at PATTERSON PARK AVE sb,39.31097,-76.58579,,,,,0
3190,3190,GAY & COLLINGTON S/B,GAY ST at COLLINGTON AVE sb,39.310012,-76.586899,,,,,0
3191,3191,GAY & CHESTER S/B,GAY ST at CHESTER ST sb,39.308762,-76.588432,,,,,0
3192,3192,GAY & OLIVER S/B,GAY ST at OLIVER ST sb,39.307635,-76.589753,,,,,0
3194,3194,GAY & ELLSWORTH S/B,GAY ST at ELLSWORTH sb,39.305498,-76.592335,,,,,0
3196,3196,BROADWAY & BIDDLE FS S/B,BROADWAY at BIDDLE ST sb,39.304085,-76.594761,,,,,0
3197,3197,BROADWAY & CHASE FS S/B,BROADWAY at CHASE ST fs sb,39.303022,-76.594655,,,,,0
3204,3204,ENSOR & EAGER FS S/B,ENSOR ST at EAGER ST fs sb,39.301217,-76.603541,,,,,0
3205,3205,ENSOR & MADISON S/B,ENSOR ST at MADISON ST sb,39.299012,-76.603817,,,,,0
3207,3207,SARATOGA & HOLLIDAY W/B,SARATOGA ST at HOLLIDAY ST wb,39.292447,-76.610497,,,,,0
3208,3208,SARATOGA & GUILFORD W/B,SARATOGA ST at GUILFORD AVE wb,39.292415,-76.611127,,,,,0
3210,3210,SARATOGA & CALVERT W/B,SARATOGA ST at CALVERT ST wb,39.292341,-76.61255,,,,,0
3211,3211,SARATOGA & ST PAUL PL mb wb,SARATOGA ST at ST PAUL ST mid wb,39.292312,-76.613831,,,,,0
3213,3213,SARATOGA & CATHERDAL ST wb,SARATOGA ST at CATHEDRAL ST wb,39.292978,-76.616717,,,,,0
3215,3215,SARATOGA & HOWARD wb,SARATOGA ST at HOWARD ST wb,39.29284,-76.619698,,,,,0
3218,3218,SARATOGA & PACA W/B,SARATOGA ST at PACA ST wb,39.292828,-76.622364,,,,,0
3220,3220,SARATOGA & GREENE W/B,SARATOGA ST at GREENE ST wb,39.292871,-76.62372,,,,,0
3222,3222,SARATOGA & MLK BLVD fs W/B,SARATOGA ST at MLN BLVD wb,39.292759,-76.627917,,,,,0
3223,3223,SARATOGA & FREMONT W/B,SARATOGA ST at FREEMONT AVE wb,39.292645,-76.630715,,,,,0
3224,3224,SARATOGA & SCHRODER W/B,SARATOGA ST at SCHROEDER ST wb,39.292509,-76.633828,,,,,0
3225,3225,ARLINGTON & MULBERRY N/B,ARLINGTON AVE at MULBERRY ST nb,39.293257,-76.635402,,,,,0
3226,3226,ARLINGTON & FRANKLIN N/B,ARLINGTON AVE at FRANKLIN ST nb,39.294247,-76.635452,,,,,0
3227,3227,EDMONDSON & ARLINGTON FS W/B,EDMONDSON AVE at ARLINGTON AVE fs wb,39.295552,-76.635839,,,,,0
3228,3228,EDMONDSON & CALHOUN W/B,EDMONDSON AVE at CALHOUN ST wb,39.295419,-76.639796,,,,,0
3229,3229,EDMONDSON & STRICKER W/B,EDMONDSON AVE at STRICKER ST wb,39.295381,-76.641225,,,,,0
3230,3230,EDMONDSON & GILMOR W/B,EDMONDSON AVE at GILMOR ST wb,39.295326,-76.642618,,,,,0
3231,3231,EDMONDSON & FULTON W/B,EDMONDSON AVE at FULTON AVE wb,39.295223,-76.645509,,,,,0
3233,3233,EDMONDSON AVE & MONROE ST wb,,39.295159,-76.647209,,,,,0
3234,3234,EDMONDSON & PAYSON W/B,EDMONDSON AVE at PAYSON ST wb,39.295106,-76.648974,,,,,0
3235,3235,EDMONDSON & PULASKI fs wb,EDMONDSON AVE at PULASKI ST fs wb,39.295043,-76.650695,,,,,0
3237,3237,EDMONDSON & WHEELER W/B,EDMONDSON AVE at WHEELER AVE wb,39.294847,-76.65471,,,,,0
3238,3238,EDMONDSON & WARWICK W/B,EDMONDSON AVE at WARWICK AVE wb,39.294792,-76.656255,,,,,0
3239,3239,EDMONDSON & WHITMORE W/B,EDMONDSON AVE at WHITMORE AVE wb,39.294728,-76.657789,,,,,0
3240,3240,EDMONDSON & BRADDISH FS W/B,EDMONDSON AVE at BRADDISH AVE fs wb,39.294602,-76.659524,,,,,0
3241,3241,EDMONDSON & ASHBURTON W/B,EDMONDSON AVE at ASHBURTON ST wb,39.294601,-76.661347,,,,,0
3243,3243,EDMONDSON & POPLAR GROVE W/B,EDMONDSON AVE at POPLAR GROVE ST wb,39.29444,-76.664893,,,,,0
3245,3245,POPLAR GROVE & RAYNER AVE nb,POPLAR GROVE ST at RAYNER AVE nb,39.296189,-76.665017,,,,,0
3246,3246,POPLAR GROVE & LAFAYETTE N/B,POPLAR GROVE ST at LAFAYETTE AVE nb,39.298054,-76.665077,,,,,0
3247,3247,POPLAR GROVE & MOSHER N/B,POPLAR GROVE ST at MOSHER ST nb,39.299116,-76.665151,,,,,0
3248,3248,POPLAR GROVE & RIGGS N/B,POPLAR GROVE ST at RIGGS AVE nb,39.300196,-76.665201,,,,,0
3250,3250,POPLAR GROVE & WINCHESTER N/B,POPLAR GROVE ST at WINCHESTER ST nb,39.301252,-76.665241,,,,,0
3252,3252,BLOOMINGDALE & PRESSTMAN FS N/B,BLOOMINGDALE RD at PRESSTMAN ST fs nb,39.304547,-76.666548,,,,,0
3253,3253,BLOOMINGDALE & BAKER N/B,BLOOMINGDALE RD at BAKER nb,39.30588,-76.667216,,,,,0
3254,3254,BLOOMINGDALE & ROSEDALE N/B,BLOOMINGDALE RD at ROSEDALE ST nb,39.307736,-76.669086,,,,,0
3257,3257,CLIFTON & DENISON W/B,CLIFTON AVE at DENISON ST wb,39.310998,-76.674051,,,,,0
3258,3258,CLIFTON & GARRISON W/B,CLIFTON AVE at GARRISON BLVD wb,39.310983,-76.674736,,,,,0
3259,3259,CLIFTON & OVAL W/B,CLIFTON AVE at OVAL DR wb,39.310959,-76.67535,,,,,0
3260,3260,CLIFTON & MT. HOLLY W/B,CLIFTON AVE at MT HOLLY ST wb,39.310791,-76.68175,,,,,0
3262,3262,DICKEY HILL & FOREST PARK E/B,DICKEY HILL RD at FOREST PARK AVE eb,39.311959,-76.706614,,,,,0
3267,3267,FOREST PARK & OVERCREST S/B,FOREST PARK AVE at OVERCREST sb,39.307207,-76.709505,,,,,0
3269,3269,FOREST PARK & PLEASANT S/B,FOREST PARK AVE at PLEASANT sb,39.305356,-76.710748,,,,,0
3270,3270,WINDSOR MILL & KERNAN W/B,WINDSOR MILL RD at KERNAN DR wb,39.312857,-76.711767,,,,,0
3271,3271,INGLESIDE & SECURITY FS S/B,INGLESIDE AVE at SECURITY BLVD fs sb,39.303798,-76.713779,,,,,0
3272,3272,INGLESIDE & STELLA S/B,INGLESIDE AVE at STELLA sb,39.301632,-76.718452,,,,,0
3273,3273,INGLESIDE & SUNSET S/B,INGLESIDE AVE at SUNSET sb,39.299805,-76.721286,,,,,0
3274,3274,INGLESIDE & HARFORD S/B,INGLESIDE AVE at HARFORD sb,39.298226,-76.723509,,,,,0
3275,3275,INGLESIDE & MONTGOMERY S/B,INGLESIDE AVE at MONTGOMERY sb,39.297126,-76.725026,,,,,0
3276,3276,INGLESIDE & CENTRAL S/B,INGLESIDE AVE at CENTRAL AVE sb,39.296558,-76.725803,,,,,0
3277,3277,INGLESIDE & PRINCE GEORGE S/B,INGLESIDE AVE at PRINCE GEORGE sb,39.295955,-76.726649,,,,,0
3278,3278,INGLESIDE & CARROLL S/B,INGLESIDE AVE at CARROLL ST sb,39.294944,-76.728166,,,,,0
3279,3279,INGLESIDE AVE & TALBOT ST fs sb,INGLESIDE AVE at TALBOTT ST fs sb,39.293693,-76.729966,,,,,0
3280,3280,CRAFTSWOOD & ROBINDALE S/B,CRAFTSWOOD RD at ROBINDALE RD sb,39.291962,-76.732189,,,,,0
3283,3283,SECURITY & PERIMETER W/B,SECURITY BLVD at E PERIMETER DR,39.311444,-76.725506,,,,,0
3284,3284,SECURITY & GWYNN OAK FS W/B,SECURITY BLVD at GWYNN OAK AVE,39.311942,-76.729955,,,,,0
3285,3285,SECURITY & WOODLAWN W/B,SECURITY BLVD at WOODLAWN DR FS wb,39.312259,-76.736307,,,,,0
3287,3287,WOODLAWN & BUS SHELTR,WOODLAWN DR at SILVER HILL AVE,39.30946,-76.734774,,,,,0
3289,3289,SECURITY & WHITEHEAD W/B,SECURITY BLVD at WHITEHEAD RD wb,39.31208,-76.740436,,,,,0
3290,3290,WHITEHEAD & 1705 WHITEHEAD,WHITEHEAD RD at 1705 WHITEHEAD,39.315221,-76.74185,,,,,0
3291,3291,AMBASSADOR & DOGWOOD FS N/B,AMBASSADOR RD at DOGWOOD RD fs nb,39.322119,-76.745138,,,,,0
3293,3293,SECURITY & BELMONT  W/B,SECURITY BLVD at BELMONT AVE wb,39.313032,-76.749995,,,,,0
3294,3294,ROLLING & FAIRBROOK S/B,ROLLING RD at FAIRBROOK RD sb,39.311901,-76.754908,,,,,0
3295,3295,ANNAPOLIS RD & PATAPSCO fs sb,ANNAPOLIS RD at PATAPSCO AVE fs sb,39.248848,-76.639666,,,,,0
3297,3297,ANNAPOLIS & ALDERWOOD fs sb,ANNAPOLIS RD at ALDERWOOD RD fs sb,39.242649,-76.641134,,,,,0
3298,3298,ANNAPOLIS & PARK DR sb,ANNAPOLIS RD at PARK DR sb,39.240542,-76.641264,,,,,0
3299,3299,ANNAPOLIS & GEORGIA AVE opp sb,ANNAPOLIS RD at GEORGIA AVE opp sb,39.236418,-76.641444,,,,,0
3300,3300,ANNAPOLIS & ILLINOIS AVE opp sb,ANNAPOLIS RD at ILLINOIS AVE opp sb,39.235564,-76.641515,,,,,0
3301,3301,ANNAPOLIS & VIRGINIA FS sb, Unit @ VIRGINIA AVE at VIRGINIA AVE fs sb,39.234422,-76.64156,,,,,0
3302,3302,ANNAPOLIS & ADELL/4530 sb,ANNAPOLIS RD at RES 4530 sb Adell Plastice,39.230042,-76.641666,,,,,0
3304,3304,NURSERY RD & B & A BLVD fs wb,,39.221119,-76.642366,,,,,0
3306,3306,NURSERY & BARKWOOD CRT wb,NURSERY RD at BARKWOOD CT wb,39.223433,-76.654239,,,,,0
3307,3307,NURSERY & HAMMONDS  FERRY,NURSERY RD at HAMMONDS FERRY RD,39.224501,-76.663784,,,,,0
3308,3308,WINTERSON & ELKRIDGE LANDING wb,WINTERSON RD at ELKRIDGE LANDING wb,39.204014,-76.684427,,,,,0
3309,3309,CONCOURSE DR & WINTERSON RD nb,,39.205306,-76.69068,,,,,0
3310,3310,CONCOURSE DRIVE at LOOP,CONCOURSE DR at HOTEL LOOP,39.207536,-76.688161,,,,,0
3311,3311,BWI BUS PARK LT RAIL STATION,BWI BUSINESS PARK at LIGHT RAIL STATION,39.191563,-76.673219,,,,,0
3313,3313,ELKRIDGE LANDING & 840 sb,ELKRIDGE LANDING RD at 840 sb,39.197674,-76.688334,,,,,0
3314,3314,ELKRIDGE LAND & W.NURSERY sb,ELKRIDGE LANDING RD at W NURSERY RD sb,39.195337,-76.685632,,,,,0
3317,3317,BWI AIRPORT  nb,BWI AIRPORT at LIGHT RAIL STATION nb,39.181784,-76.669412,,,,,0
3320,3320,AMTRAK WAY & AVIATION  BLVD,AMTRAK WAY at AVIATION BLVD sb,39.184892,-76.690047,,,,,0
3321,3321,CANDLEWOOD RD & DORSEY RD fs nb,,39.159031,-76.703042,,,,,0
3322,3322,CANDLEWOOD RD & ASHTON RD,CANDLEWOOD RD at ASHTON RD FS,39.161863,-76.703656,,,,,0
3323,3323,NEW RIDGE RD & MERCEDES DR,,39.16703,-76.706805,,,,,0
3324,3324,RIDGE ROAD & MELLON ROAD,RIDGE RD at MELLON RD,39.161121,-76.712409,,,,,0
3326,3326,PKWY. CENTER SOUTH loop,PARKWAY DR at PARKWAY CTR STH loop,39.168728,-76.735531,,,,,0
3327,3327,PARKWAY PARK. CNT,STANDARD DR at 7135 STANDARD DR,39.18133,-76.723246,,,,,0
3329,3329,RIDGE RD  & MELLON RD nb,,39.160985,-76.712236,,,,,0
3330,3330,NEW RIDGE RD & MERCEDES nb,NEW RIDGE RD at MERCEDES DR nb,39.166651,-76.706754,,,,,0
3331,3331,CANDLEWOOD RD & ASHTON RD sb,,39.161737,-76.703738,,,,,0
3334,3334,AVIATION & AMTRAK RD nb,AVIATION at AMTRAK WAY nb,39.184721,-76.689593,,,,,0
3335,3335,ELKRIDGE LANDING & NURSERY  fs nb,ELKRIDGE LANDING RD at NURSERY RD FS nb,39.195436,-76.68562,,,,,0
3336,3336,ELKRIDGE LANDING & 840 nb,ELKRIDGE LANDING RD at 840 nb,39.197728,-76.688264,,,,,0
3337,3337,ELKRIDGE LANDING & 880 nb,ELKRIDGE LANDING RD at 880 nb,39.199609,-76.689765,,,,,0
3338,3338,ELKRIDGE LAND & MARRIOTT nb,ELKRIDGE LANDING RD at MARRIOTT nb,39.202053,-76.684999,,,,,0
3340,3340,WINTERSON/ELK LAND ROAD  eb,WINTERSON RD at ELKRIDGE LAND RD eb,39.203988,-76.684705,,,,,0
3341,3341,NURSERY & HAMMONDS FERRY   eb,NURSERY RD at HAMMONDS FERRY eb,39.22451,-76.665602,,,,,0
3342,3342,NURSERY & BARKWOOD CT eb,NURSERY RD at BARKWOOD CT eb,39.223389,-76.654367,,,,,0
3345,3345,ANNAPOLIS RD & NURSERY RD fs nb,,39.221226,-76.64218,,,,,0
3347,3347,ANNAPOLIS & RES 4545 nb,ANNAPOLIS RD at RES 4545 Adv Firm nb,39.229157,-76.641462,,,,,0
3348,3348,ANNAPOLIS & HOFFMAN AVE fs n,ANNAPOLIS RD at HOFFMAN AVE fs nb,39.228095,-76.641319,,,,,0
3349,3349,ANNAPOLIS & DELAWARE nb,ANNAPOLIS RD at DELAWARE AVE nb,39.231951,-76.64172,,,,,0
3350,3350,ANNAPOLIS & ILLINOIS AVE nb, Unit @ ILLINOIS at ILLINOIS AVE nb,39.235481,-76.641417,,,,,0
3352,3352,ANNAPOLIS & MICHIGAN nb, Unit @ MICHIGAN AVE at MICHIGAN nb,39.238971,-76.641242,,,,,0
3353,3353,ANNAPOLIS RD & LOUISIANA nb, Unit @ LOUISIANA AVE at LOUISANA AVE nb,39.242433,-76.641073,,,,,0
3354,3354,ANNAPOLIS & ROSE AVE nb,ANNAPOLIS RD at MAGNOLIA AVE nb,39.244715,-76.640785,,,,,0
3356,3356,ANNAPOLIS RD & PATAPSCO AVE nb,,39.248856,-76.639561,,,,,0
3365,3365,TAYLOR & LOCH RAVEN eb,TAYLOR AVE at LOCH RAVEN BLVD eb,39.385388,-76.577833,,,,,0
3366,3366,CALVERT ST & BALTIMORE ST fs nb,,39.289674,-76.612343,,,,,0
3368,3368,CALVERT ST & PLEASANT ST nb,,39.293502,-76.612592,,,,,0
3369,3369,CALVERT & CENTRE N/B,CALVERT ST at CENTRE ST nb,39.296332,-76.612745,,,,,0
3388,3388,STEVENSON LN & HEATHFIELD eb,STEVENSON LN at HEATHFIELD RD eb,39.383372,-76.610402,,,,,0
3393,3393,GAY ST & LOMBARD ST nb,,39.287674,-76.608746,,,,,0
3395,3395,GAY ST & FAYETTE ST N/B,GAY ST at FAYETTE ST nb,39.290474,-76.608951,,,,,0
3396,3396,ENSOR & MADISON mid nb,ENSOR ST at MADISON ST mid,39.298408,-76.603811,,,,,0
3398,3398,HARFORD & CHASE N/B,HARFORD RD at CHASE ST nb,39.302752,-76.602704,,,,,0
3399,3399,HARFORD & BIDDLE FS N/B,HARFORD RD at BIDDLE ST nb,39.304102,-76.602003,,,,,0
3400,3400,HARFORD & PRESTON FS N/B,HARFORD RD at PRESTON ST fs nb,39.305106,-76.60165,,,,,0
3401,3401,HARFORD & HOFFMAN MB N/B,HARFORD RD at HOFFMAN ST mb nb,39.306462,-76.600802,,,,,0
3402,3402,HARFORD & FEDERAL FS N/B,HARFORD RD at FEDERAL ST fs nb,39.308325,-76.600484,,,,,0
3405,3405,HARFORD & LAFAYETTE N/B,HARFORD RD at LAFAYETTE AVE nb,39.310266,-76.59977,,,,,0
3406,3406,HARFORD & NORTH f/s nb,HARFORD RD at NORTH AVE fs nb,39.312056,-76.599266,,,,,0
3408,3408,HARFORD RD & 20TH ST nb,,39.31293,-76.599023,,,,,0
3409,3409,HARFORD & BROADWAY N/B,HARFORD RD at BROADWAY nb,39.314147,-76.597994,,,,,0
3410,3410,HARFORD RD & CLIFTVIEW AVE nb,HARFORD RD at CLIFTVIEW  AVE nb,39.315584,-76.596366,,,,,0
3411,3411,HARFORD RD & 25TH ST nb,,39.316534,-76.595362,,,,,0
